"","idMunicipi","nomMunicipi","idComarca","nomComarca","nomAT","idAT"
"628","251116","Guixers","35","Solsonès","Comarques Centrals","AT06"
"629","251121","Ivars de Noguera","23","Noguera","Ponent","AT05"
"630","251137","Ivars d'Urgell","27","Pla d'Urgell","Ponent","AT05"
"631","251142","Ivorra","32","Segarra","Ponent","AT05"
"632","251155","Isona i Conca Dellà","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"633","251180","Juncosa","18","Garrigues","Ponent","AT05"
"634","251193","Juneda","18","Garrigues","Ponent","AT05"
"635","251207","Lleida","33","Segrià","Ponent","AT05"
"636","251214","Les","39","Aran","Alt Pirineu i Aran","AT07"
"637","251229","Linyola","27","Pla d'Urgell","Ponent","AT05"
"638","251235","Lladorre","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"639","251240","Lladurs","35","Solsonès","Comarques Centrals","AT06"
"640","251253","Llardecans","33","Segrià","Ponent","AT05"
"641","251266","Llavorsí","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"642","251272","Lles de Cerdanya","15","Cerdanya","Alt Pirineu i Aran","AT07"
"643","251288","Llimiana","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"644","251291","Llobera","35","Solsonès","Comarques Centrals","AT06"
"645","251305","Maldà","38","Urgell","Ponent","AT05"
"646","251312","Massalcoreig","33","Segrià","Ponent","AT05"
"647","251327","Massoteres","32","Segarra","Ponent","AT05"
"648","251333","Maials","33","Segrià","Ponent","AT05"
"649","251348","Menàrguens","23","Noguera","Ponent","AT05"
"650","251351","Miralcamp","27","Pla d'Urgell","Ponent","AT05"
"651","251364","Molsosa, la","35","Solsonès","Comarques Centrals","AT06"
"652","251370","Mollerussa","27","Pla d'Urgell","Ponent","AT05"
"653","251386","Montgai","23","Noguera","Ponent","AT05"
"654","251399","Montellà i Martinet","15","Cerdanya","Alt Pirineu i Aran","AT07"
"655","251403","Montferrer i Castellbò","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"656","251410","Montoliu de Segarra","32","Segarra","Ponent","AT05"
"657","251425","Montoliu de Lleida","33","Segrià","Ponent","AT05"
"658","251431","Montornès de Segarra","32","Segarra","Ponent","AT05"
"659","251459","Nalec","38","Urgell","Ponent","AT05"
"660","251462","Navès","35","Solsonès","Comarques Centrals","AT06"
"661","251484","Odèn","35","Solsonès","Comarques Centrals","AT06"
"662","251497","Oliana","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"663","251500","Oliola","23","Noguera","Ponent","AT05"
"664","251517","Olius","35","Solsonès","Comarques Centrals","AT06"
"665","251522","Oluges, les","32","Segarra","Ponent","AT05"
"666","251538","Omellons, els","18","Garrigues","Ponent","AT05"
"667","251543","Omells de na Gaia, els","38","Urgell","Ponent","AT05"
"668","251556","Organyà","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"669","251569","Os de Balaguer","23","Noguera","Ponent","AT05"
"670","251575","Ossó de Sió","38","Urgell","Ponent","AT05"
"671","251581","Palau d'Anglesola, el","27","Pla d'Urgell","Ponent","AT05"
"672","251615","Conca de Dalt","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"673","251636","Coma i la Pedra, la","35","Solsonès","Comarques Centrals","AT06"
"674","251641","Penelles","23","Noguera","Ponent","AT05"
"675","251654","Peramola","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"676","251667","Pinell de Solsonès","35","Solsonès","Comarques Centrals","AT06"
"677","251673","Pinós","35","Solsonès","Comarques Centrals","AT06"
"678","251689","Poal, el","27","Pla d'Urgell","Ponent","AT05"
"679","251692","Pobla de Cérvoles, la","18","Garrigues","Ponent","AT05"
"680","251706","Bellaguarda","18","Garrigues","Ponent","AT05"
"681","251713","Pobla de Segur, la","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"682","251728","Ponts","23","Noguera","Ponent","AT05"
"683","251734","Pont de Suert, el","05","Alta Ribagorça","Alt Pirineu i Aran","AT07"
"684","251749","Portella, la","33","Segrià","Ponent","AT05"
"685","251752","Prats i Sansor","15","Cerdanya","Alt Pirineu i Aran","AT07"
"686","251765","Preixana","38","Urgell","Ponent","AT05"
"687","251771","Preixens","23","Noguera","Ponent","AT05"
"688","251790","Prullans","15","Cerdanya","Alt Pirineu i Aran","AT07"
"689","251804","Puiggròs","18","Garrigues","Ponent","AT05"
"690","251811","Puigverd d'Agramunt","38","Urgell","Ponent","AT05"
"691","251826","Puigverd de Lleida","33","Segrià","Ponent","AT05"
"692","251832","Rialp","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"693","251850","Ribera d'Urgellet","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"694","251863","Riner","35","Solsonès","Comarques Centrals","AT06"
"695","251898","Rosselló","33","Segrià","Ponent","AT05"
"696","251902","Salàs de Pallars","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"697","251919","Sanaüja","32","Segarra","Ponent","AT05"
"698","251924","Sant Guim de Freixenet","32","Segarra","Ponent","AT05"
"699","251930","Sant Llorenç de Morunys","35","Solsonès","Comarques Centrals","AT06"
"700","251945","Sant Ramon","32","Segarra","Ponent","AT05"
"701","251961","Sant Esteve de la Sarga","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"702","251977","Sant Guim de la Plana","32","Segarra","Ponent","AT05"
"703","252000","Sarroca de Lleida","33","Segrià","Ponent","AT05"
"704","252017","Sarroca de Bellera","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"705","252022","Senterada","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"706","252038","Seu d'Urgell, la","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"707","252043","Seròs","33","Segrià","Ponent","AT05"
"708","252056","Sidamon","27","Pla d'Urgell","Ponent","AT05"
"709","252069","Soleràs, el","18","Garrigues","Ponent","AT05"
"710","252075","Solsona","35","Solsonès","Comarques Centrals","AT06"
"711","252081","Soriguera","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"712","252094","Sort","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"713","252108","Soses","33","Segrià","Ponent","AT05"
"714","252115","Sudanell","33","Segrià","Ponent","AT05"
"715","252120","Sunyer","33","Segrià","Ponent","AT05"
"716","252154","Talarn","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"717","252167","Talavera","32","Segarra","Ponent","AT05"
"718","252173","Tàrrega","38","Urgell","Ponent","AT05"
"719","252189","Tarrés","18","Garrigues","Ponent","AT05"
"720","252192","Tarroja de Segarra","32","Segarra","Ponent","AT05"
"721","252206","Térmens","23","Noguera","Ponent","AT05"
"722","252213","Tírvia","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"723","252228","Tiurana","23","Noguera","Ponent","AT05"
"724","252234","Torà","32","Segarra","Ponent","AT05"
"725","252249","Torms, els","18","Garrigues","Ponent","AT05"
"726","252252","Tornabous","38","Urgell","Ponent","AT05"
"727","252265","Torrebesses","33","Segrià","Ponent","AT05"
"728","252271","Torre de Cabdella, la","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"729","252287","Torrefarrera","33","Segrià","Ponent","AT05"
"730","252304","Torregrossa","27","Pla d'Urgell","Ponent","AT05"
"731","252311","Torrelameu","23","Noguera","Ponent","AT05"
"732","252326","Torres de Segre","33","Segrià","Ponent","AT05"
"733","252332","Torre-serona","33","Segrià","Ponent","AT05"
"734","252347","Tremp","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"735","252385","Vallbona de les Monges","38","Urgell","Ponent","AT05"
"736","252398","Valls de Valira, les","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"737","252402","Vallfogona de Balaguer","23","Noguera","Ponent","AT05"
"738","252424","Verdú","38","Urgell","Ponent","AT05"
"739","252430","Vielha e Mijaran","39","Aran","Alt Pirineu i Aran","AT07"
"740","252445","Vilagrassa","38","Urgell","Ponent","AT05"
"741","252458","Vilaller","05","Alta Ribagorça","Alt Pirineu i Aran","AT07"
"742","252477","Vilamòs","39","Aran","Alt Pirineu i Aran","AT07"
"743","252483","Vilanova de Bellpuig","27","Pla d'Urgell","Ponent","AT05"
"744","252496","Vilanova de l'Aguda","23","Noguera","Ponent","AT05"
"745","252509","Vilanova de Meià","23","Noguera","Ponent","AT05"
"746","252516","Vilanova de Segrià","33","Segrià","Ponent","AT05"
"747","252521","Vila-sana","27","Pla d'Urgell","Ponent","AT05"
"748","252537","Vilosell, el","18","Garrigues","Ponent","AT05"
"749","252542","Vilanova de la Barca","33","Segrià","Ponent","AT05"
"750","252555","Vinaixa","18","Garrigues","Ponent","AT05"
"751","259010","Vall de Cardós","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"752","259025","Sant Martí de Riucorb","38","Urgell","Ponent","AT05"
"753","259031","Guingueta d'Àneu, la","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"754","259046","Castell de Mur","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"755","259059","Ribera d'Ondara","32","Segarra","Ponent","AT05"
"756","259062","Valls d'Aguilar, les","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"757","259078","Torrefeta i Florejacs","32","Segarra","Ponent","AT05"
"758","259084","Fígols i Alinyà","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"759","259097","Vansa i Fórnols, la","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"760","259101","Josa i Tuixén","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"761","259118","Plans de Sió, els","32","Segarra","Ponent","AT05"
"762","259123","Gimenells i el Pla de la Font","33","Segrià","Ponent","AT05"
"763","259139","Riu de Cerdanya","15","Cerdanya","Alt Pirineu i Aran","AT07"
"764","430017","Aiguamúrcia","01","Alt Camp","Camp de Tarragona","AT03"
"765","430022","Albinyana","12","Baix Penedès","Penedès","AT08"
"766","430038","Albiol, l'","08","Baix Camp","Camp de Tarragona","AT03"
"767","430043","Alcanar","22","Montsià","Terres de l'Ebre","AT04"
"768","430056","Alcover","01","Alt Camp","Camp de Tarragona","AT03"
"769","430069","Aldover","09","Baix Ebre","Terres de l'Ebre","AT04"
"770","430075","Aleixar, l'","08","Baix Camp","Camp de Tarragona","AT03"
"771","430081","Alfara de Carles","09","Baix Ebre","Terres de l'Ebre","AT04"
"772","430094","Alforja","08","Baix Camp","Camp de Tarragona","AT03"
"773","430108","Alió","01","Alt Camp","Camp de Tarragona","AT03"
"774","430115","Almoster","08","Baix Camp","Camp de Tarragona","AT03"
"775","430120","Altafulla","36","Tarragonès","Camp de Tarragona","AT03"
"776","430136","Ametlla de Mar, l'","09","Baix Ebre","Terres de l'Ebre","AT04"
"777","430141","Amposta","22","Montsià","Terres de l'Ebre","AT04"
"778","430154","Arbolí","08","Baix Camp","Camp de Tarragona","AT03"
"779","430167","Arboç, l'","12","Baix Penedès","Penedès","AT08"
"780","430173","Argentera, l'","08","Baix Camp","Camp de Tarragona","AT03"
"781","430189","Arnes","37","Terra Alta","Terres de l'Ebre","AT04"
"782","430192","Ascó","30","Ribera d'Ebre","Terres de l'Ebre","AT04"
"783","430206","Banyeres del Penedès","12","Baix Penedès","Penedès","AT08"
"784","430213","Barberà de la Conca","16","Conca de Barberà","Camp de Tarragona","AT03"
"785","430228","Batea","37","Terra Alta","Terres de l'Ebre","AT04"
"786","430234","Bellmunt del Priorat","29","Priorat","Camp de Tarragona","AT03"
"787","430249","Bellvei","12","Baix Penedès","Penedès","AT08"
"788","430252","Benifallet","09","Baix Ebre","Terres de l'Ebre","AT04"
"789","430265","Benissanet","30","Ribera d'Ebre","Terres de l'Ebre","AT04"
"790","430271","Bisbal de Falset, la","29","Priorat","Camp de Tarragona","AT03"
"791","430287","Bisbal del Penedès, la","12","Baix Penedès","Penedès","AT08"
"792","430290","Blancafort","16","Conca de Barberà","Camp de Tarragona","AT03"
"793","430304","Bonastre","12","Baix Penedès","Penedès","AT08"
"794","430311","Borges del Camp, les","08","Baix Camp","Camp de Tarragona","AT03"
"795","430326","Bot","37","Terra Alta","Terres de l'Ebre","AT04"
"796","430332","Botarell","08","Baix Camp","Camp de Tarragona","AT03"
"797","430347","Bràfim","01","Alt Camp","Camp de Tarragona","AT03"
"798","430350","Cabacés","29","Priorat","Camp de Tarragona","AT03"
"799","430363","Cabra del Camp","01","Alt Camp","Camp de Tarragona","AT03"
"800","430379","Calafell","12","Baix Penedès","Penedès","AT08"
"801","430385","Cambrils","08","Baix Camp","Camp de Tarragona","AT03"
"802","430398","Capafonts","08","Baix Camp","Camp de Tarragona","AT03"
"803","430402","Capçanes","29","Priorat","Camp de Tarragona","AT03"
"804","430419","Caseres","37","Terra Alta","Terres de l'Ebre","AT04"
"805","430424","Castellvell del Camp","08","Baix Camp","Camp de Tarragona","AT03"
"806","430430","Catllar, el","36","Tarragonès","Camp de Tarragona","AT03"
"807","430445","Sénia, la","22","Montsià","Terres de l'Ebre","AT04"
"808","430458","Colldejou","08","Baix Camp","Camp de Tarragona","AT03"
"809","430461","Conesa","16","Conca de Barberà","Camp de Tarragona","AT03"
"810","430477","Constantí","36","Tarragonès","Camp de Tarragona","AT03"
"811","430483","Corbera d'Ebre","37","Terra Alta","Terres de l'Ebre","AT04"
"812","430496","Cornudella de Montsant","29","Priorat","Camp de Tarragona","AT03"
"813","430509","Creixell","36","Tarragonès","Camp de Tarragona","AT03"
"814","430516","Cunit","12","Baix Penedès","Penedès","AT08"
"815","430521","Xerta","09","Baix Ebre","Terres de l'Ebre","AT04"
"816","430537","Duesaigües","08","Baix Camp","Camp de Tarragona","AT03"
"817","430542","Espluga de Francolí, l'","16","Conca de Barberà","Camp de Tarragona","AT03"
"818","430555","Falset","29","Priorat","Camp de Tarragona","AT03"
"819","430568","Fatarella, la","37","Terra Alta","Terres de l'Ebre","AT04"
"820","430574","Febró, la","08","Baix Camp","Camp de Tarragona","AT03"
"821","430580","Figuera, la","29","Priorat","Camp de Tarragona","AT03"
"822","430593","Figuerola del Camp","01","Alt Camp","Camp de Tarragona","AT03"
"823","430607","Flix","30","Ribera d'Ebre","Terres de l'Ebre","AT04"
"824","430614","Forès","16","Conca de Barberà","Camp de Tarragona","AT03"
"825","430629","Freginals","22","Montsià","Terres de l'Ebre","AT04"
"826","430635","Galera, la","22","Montsià","Terres de l'Ebre","AT04"
"827","430640","Gandesa","37","Terra Alta","Terres de l'Ebre","AT04"
"828","430653","Garcia","30","Ribera d'Ebre","Terres de l'Ebre","AT04"
"829","430666","Garidells, els","01","Alt Camp","Camp de Tarragona","AT03"
"830","430672","Ginestar","30","Ribera d'Ebre","Terres de l'Ebre","AT04"
"831","430688","Godall","22","Montsià","Terres de l'Ebre","AT04"
"832","430691","Gratallops","29","Priorat","Camp de Tarragona","AT03"
"833","430705","Guiamets, els","29","Priorat","Camp de Tarragona","AT03"
"834","430712","Horta de Sant Joan","37","Terra Alta","Terres de l'Ebre","AT04"
"835","430727","Lloar, el","29","Priorat","Camp de Tarragona","AT03"
"836","430733","Llorac","16","Conca de Barberà","Camp de Tarragona","AT03"
"837","430748","Llorenç del Penedès","12","Baix Penedès","Penedès","AT08"
"838","430751","Margalef","29","Priorat","Camp de Tarragona","AT03"
"839","430764","Marçà","29","Priorat","Camp de Tarragona","AT03"
"840","430770","Mas de Barberans","22","Montsià","Terres de l'Ebre","AT04"
"841","430786","Masdenverge","22","Montsià","Terres de l'Ebre","AT04"
"842","430799","Masllorenç","12","Baix Penedès","Penedès","AT08"
"843","430803","Masó, la","01","Alt Camp","Camp de Tarragona","AT03"
"844","430810","Maspujols","08","Baix Camp","Camp de Tarragona","AT03"
"845","430825","Masroig, el","29","Priorat","Camp de Tarragona","AT03"
"846","430831","Milà, el","01","Alt Camp","Camp de Tarragona","AT03"
"847","430846","Miravet","30","Ribera d'Ebre","Terres de l'Ebre","AT04"
"848","430859","Molar, el","29","Priorat","Camp de Tarragona","AT03"
"849","430862","Montblanc","16","Conca de Barberà","Camp de Tarragona","AT03"
"850","430884","Montbrió del Camp","08","Baix Camp","Camp de Tarragona","AT03"
"851","430897","Montferri","01","Alt Camp","Camp de Tarragona","AT03"
"852","430901","Montmell, el","12","Baix Penedès","Penedès","AT08"
"853","430918","Mont-ral","01","Alt Camp","Camp de Tarragona","AT03"
"854","430923","Mont-roig del Camp","08","Baix Camp","Camp de Tarragona","AT03"
"855","430939","Móra d'Ebre","30","Ribera d'Ebre","Terres de l'Ebre","AT04"
"856","430944","Móra la Nova","30","Ribera d'Ebre","Terres de l'Ebre","AT04"
"857","430957","Morell, el","36","Tarragonès","Camp de Tarragona","AT03"
"858","430960","Morera de Montsant, la","29","Priorat","Camp de Tarragona","AT03"
"859","430976","Nou de Gaià, la","36","Tarragonès","Camp de Tarragona","AT03"
"860","430982","Nulles","01","Alt Camp","Camp de Tarragona","AT03"
"861","430995","Palma d'Ebre, la","30","Ribera d'Ebre","Terres de l'Ebre","AT04"
"862","431009","Pallaresos, els","36","Tarragonès","Camp de Tarragona","AT03"
"863","431016","Passanant i Belltall","16","Conca de Barberà","Camp de Tarragona","AT03"
"864","431021","Paüls","09","Baix Ebre","Terres de l'Ebre","AT04"
"865","431037","Perafort","36","Tarragonès","Camp de Tarragona","AT03"
"866","431042","Perelló, el","09","Baix Ebre","Terres de l'Ebre","AT04"
"867","431055","Piles, les","16","Conca de Barberà","Camp de Tarragona","AT03"
"868","431068","Pinell de Brai, el","37","Terra Alta","Terres de l'Ebre","AT04"
"869","431074","Pira","16","Conca de Barberà","Camp de Tarragona","AT03"
"870","431080","Pla de Santa Maria, el","01","Alt Camp","Camp de Tarragona","AT03"
"871","431093","Pobla de Mafumet, la","36","Tarragonès","Camp de Tarragona","AT03"
"872","431107","Pobla de Massaluca, la","37","Terra Alta","Terres de l'Ebre","AT04"
"873","431114","Pobla de Montornès, la","36","Tarragonès","Camp de Tarragona","AT03"
"874","431129","Poboleda","29","Priorat","Camp de Tarragona","AT03"
"875","431135","Pont d'Armentera, el","01","Alt Camp","Camp de Tarragona","AT03"
"876","431140","Porrera","29","Priorat","Camp de Tarragona","AT03"
"877","431153","Pradell de la Teixeta","29","Priorat","Camp de Tarragona","AT03"
"878","431166","Prades","08","Baix Camp","Camp de Tarragona","AT03"
"879","431172","Prat de Comte","37","Terra Alta","Terres de l'Ebre","AT04"
"880","431188","Pratdip","08","Baix Camp","Camp de Tarragona","AT03"
"881","431191","Puigpelat","01","Alt Camp","Camp de Tarragona","AT03"
"882","431205","Querol","01","Alt Camp","Camp de Tarragona","AT03"
"883","431212","Rasquera","30","Ribera d'Ebre","Terres de l'Ebre","AT04"
"884","431227","Renau","36","Tarragonès","Camp de Tarragona","AT03"
"885","431233","Reus","08","Baix Camp","Camp de Tarragona","AT03"
"886","431248","Riba, la","01","Alt Camp","Camp de Tarragona","AT03"
"887","431251","Riba-roja d'Ebre","30","Ribera d'Ebre","Terres de l'Ebre","AT04"
"888","431264","Riera de Gaià, la","36","Tarragonès","Camp de Tarragona","AT03"
"889","431270","Riudecanyes","08","Baix Camp","Camp de Tarragona","AT03"
"890","431286","Riudecols","08","Baix Camp","Camp de Tarragona","AT03"
"891","431299","Riudoms","08","Baix Camp","Camp de Tarragona","AT03"
"892","431303","Rocafort de Queralt","16","Conca de Barberà","Camp de Tarragona","AT03"
"893","431310","Roda de Berà","36","Tarragonès","Camp de Tarragona","AT03"
"894","431325","Rodonyà","01","Alt Camp","Camp de Tarragona","AT03"
"895","431331","Roquetes","09","Baix Ebre","Terres de l'Ebre","AT04"
"896","431346","Rourell, el","01","Alt Camp","Camp de Tarragona","AT03"
"897","431359","Salomó","36","Tarragonès","Camp de Tarragona","AT03"
"898","431362","Sant Carles de la Ràpita","22","Montsià","Terres de l'Ebre","AT04"
"899","431378","Sant Jaume dels Domenys","12","Baix Penedès","Penedès","AT08"
"900","431384","Santa Bàrbara","22","Montsià","Terres de l'Ebre","AT04"
"901","431397","Santa Coloma de Queralt","16","Conca de Barberà","Camp de Tarragona","AT03"
"902","431401","Santa Oliva","12","Baix Penedès","Penedès","AT08"
"903","431418","Pontils","16","Conca de Barberà","Camp de Tarragona","AT03"
"904","431423","Sarral","16","Conca de Barberà","Camp de Tarragona","AT03"
"905","431439","Savallà del Comtat","16","Conca de Barberà","Camp de Tarragona","AT03"
"906","431444","Secuita, la","36","Tarragonès","Camp de Tarragona","AT03"
"907","431457","Selva del Camp, la","08","Baix Camp","Camp de Tarragona","AT03"
"908","431460","Senan","16","Conca de Barberà","Camp de Tarragona","AT03"
"909","431476","Solivella","16","Conca de Barberà","Camp de Tarragona","AT03"
"910","431482","Tarragona","36","Tarragonès","Camp de Tarragona","AT03"
"911","431495","Tivenys","09","Baix Ebre","Terres de l'Ebre","AT04"
"912","431508","Tivissa","30","Ribera d'Ebre","Terres de l'Ebre","AT04"
"913","431515","Torre de Fontaubella, la","29","Priorat","Camp de Tarragona","AT03"
"914","431520","Torre de l'Espanyol, la","30","Ribera d'Ebre","Terres de l'Ebre","AT04"
"915","431536","Torredembarra","36","Tarragonès","Camp de Tarragona","AT03"
"916","431541","Torroja del Priorat","29","Priorat","Camp de Tarragona","AT03"
"917","431554","Tortosa","09","Baix Ebre","Terres de l'Ebre","AT04"
"918","431567","Ulldecona","22","Montsià","Terres de l'Ebre","AT04"
"919","431573","Ulldemolins","29","Priorat","Camp de Tarragona","AT03"
"920","431589","Vallclara","16","Conca de Barberà","Camp de Tarragona","AT03"
"921","431592","Vallfogona de Riucorb","16","Conca de Barberà","Camp de Tarragona","AT03"
"922","431606","Vallmoll","01","Alt Camp","Camp de Tarragona","AT03"
"923","431613","Valls","01","Alt Camp","Camp de Tarragona","AT03"
"924","431628","Vandellòs i l'Hospitalet de l'Infant","08","Baix Camp","Camp de Tarragona","AT03"
"925","431634","Vendrell, el","12","Baix Penedès","Penedès","AT08"
"926","431649","Vespella de Gaià","36","Tarragonès","Camp de Tarragona","AT03"
"927","431652","Vilabella","01","Alt Camp","Camp de Tarragona","AT03"
"928","431665","Vilallonga del Camp","36","Tarragonès","Camp de Tarragona","AT03"
"929","431671","Vilanova d'Escornalbou","08","Baix Camp","Camp de Tarragona","AT03"
"930","431687","Vilanova de Prades","16","Conca de Barberà","Camp de Tarragona","AT03"
"931","431690","Vilaplana","08","Baix Camp","Camp de Tarragona","AT03"
"932","431704","Vila-rodona","01","Alt Camp","Camp de Tarragona","AT03"
"933","431711","Vila-seca","36","Tarragonès","Camp de Tarragona","AT03"
"934","431726","Vilaverd","16","Conca de Barberà","Camp de Tarragona","AT03"
"935","431732","Vilella Alta, la","29","Priorat","Camp de Tarragona","AT03"
"936","431747","Vilella Baixa, la","29","Priorat","Camp de Tarragona","AT03"
"937","431750","Vilalba dels Arcs","37","Terra Alta","Terres de l'Ebre","AT04"
"938","431763","Vimbodí i Poblet","16","Conca de Barberà","Camp de Tarragona","AT03"
"939","431779","Vinebre","30","Ribera d'Ebre","Terres de l'Ebre","AT04"
"940","431785","Vinyols i els Arcs","08","Baix Camp","Camp de Tarragona","AT03"
"941","439018","Deltebre","09","Baix Ebre","Terres de l'Ebre","AT04"
"942","439023","Sant Jaume d'Enveja","22","Montsià","Terres de l'Ebre","AT04"
"943","439039","Camarles","09","Baix Ebre","Terres de l'Ebre","AT04"
"944","439044","Aldea, l'","09","Baix Ebre","Terres de l'Ebre","AT04"
"945","439057","Salou","36","Tarragonès","Camp de Tarragona","AT03"
"946","439060","Ampolla, l'","09","Baix Ebre","Terres de l'Ebre","AT04"
"947","439076","Canonja, la","36","Tarragonès","Camp de Tarragona","AT03"
